test,Z1,Z2,stars,n_words,useful,useful_discrete,n_fans,n_reviews
0,1,1,4,165,0,0,0,25
0,0,0,5,222,0,0,14,197
1,0,0,5,16,0,0,0,25
1,0,0,5,125,0,0,0,69
1,1,1,5,208,4,1,115,430
1,0,0,4,149,0,0,4,54
1,0,0,2,91,4,1,7,250
0,1,0,4,308,13,3,603,1087
1,0,0,2,86,0,0,0,2
1,1,0,4,391,8,2,27,173
1,0,0,2,187,0,0,2,116
0,1,1,1,40,0,0,2,55
1,0,0,4,21,0,0,3,16
0,1,1,1,81,0,0,0,3
0,1,1,1,135,1,1,0,10
1,1,1,5,75,2,1,0,105
1,0,0,4,91,0,0,4,62
0,1,0,3,423,7,2,259,523
1,0,0,4,56,0,0,0,18
1,1,0,2,452,1,1,0,83
0,1,1,5,55,0,0,0,2
1,0,0,5,164,5,1,29,195
1,0,0,4,160,0,0,36,269
0,0,0,1,164,0,0,3,109
1,0,0,4,122,0,0,17,59
1,0,0,5,69,1,1,4,34
1,0,0,1,172,0,0,0,15
0,1,0,5,547,1,1,5,108
1,1,1,4,63,1,1,9,92
0,1,1,3,38,0,0,0,2
1,0,0,4,48,0,0,19,325
0,0,0,5,175,0,0,1,43
1,0,0,5,42,0,0,0,154
0,1,1,2,89,6,2,44,507
1,0,0,1,171,2,1,0,4
1,0,0,5,62,1,1,2,38
1,0,0,5,60,0,0,0,2
0,1,1,4,26,0,0,4,238
1,1,0,4,264,3,1,101,365
1,0,0,4,55,0,0,6,85
0,1,1,5,16,0,0,3,123
1,0,0,5,60,0,0,3,20
1,1,0,2,364,0,0,0,16
1,0,0,5,39,1,1,0,6
0,1,1,5,77,0,0,0,27
1,0,0,1,136,1,1,1,174
0,1,1,5,72,0,0,1,58
1,1,1,4,77,0,0,2,94
1,0,0,5,56,0,0,1,64
1,0,0,4,42,0,0,4,176
1,0,0,4,89,0,0,0,50
1,1,1,2,220,2,1,2,73
1,0,0,5,27,0,0,0,17
0,1,1,5,9,0,0,5,104
0,1,1,4,78,0,0,4,185
0,1,1,3,125,1,1,5,23
1,0,0,5,56,2,1,6,175
1,0,0,1,55,1,1,0,22
1,0,0,2,92,0,0,30,189
1,0,0,5,67,0,0,4,123
1,0,0,3,274,1,1,21,295
0,1,1,3,62,1,1,3,36
1,0,0,5,53,0,0,1,34
1,0,0,2,47,0,0,1,7
1,0,0,5,33,0,0,0,3
1,0,0,3,29,0,0,6,98
1,0,0,5,59,0,0,0,9
1,0,0,4,56,0,0,0,11
0,1,1,4,33,0,0,0,10
1,0,0,3,76,0,0,5,104
0,1,1,5,72,0,0,4,48
1,1,1,3,99,1,1,16,391
1,1,1,5,135,1,1,0,17
1,0,0,1,67,0,0,0,55
1,1,1,5,128,2,1,21,310
1,0,0,5,50,0,0,1,41
1,1,1,4,208,0,0,87,813
0,1,1,4,46,0,0,0,14
1,0,0,3,37,1,1,2,31
1,0,0,1,59,1,1,0,5
1,0,0,1,32,1,1,1,13
1,0,0,2,42,0,0,0,9
1,1,0,4,188,4,1,126,756
0,1,0,1,612,3,1,67,652
0,1,1,5,18,0,0,2,6
1,1,1,5,197,6,2,27,35
0,1,1,5,106,1,1,0,20
1,0,0,5,222,4,1,31,193
1,1,1,2,215,5,1,2,21
1,1,1,4,195,1,1,5,62
1,0,0,4,74,1,1,3,69
1,0,0,5,55,0,0,0,13
1,1,0,4,357,3,1,197,1603
0,0,0,4,149,0,0,0,11
1,0,0,5,83,1,1,41,989
1,0,0,1,33,0,0,0,1
1,0,0,4,247,2,1,87,881
0,1,1,2,31,0,0,0,11
1,1,1,5,193,0,0,6,142
1,0,0,4,46,0,0,2,113
1,0,0,2,169,0,0,3,76
0,0,0,4,187,0,0,5,120
1,1,1,5,61,1,1,20,193
0,1,1,5,46,0,0,6,217
1,0,0,5,41,2,1,0,30
1,0,0,5,62,2,1,17,310
1,0,0,4,203,0,0,5,143
1,0,0,2,196,2,1,66,383
0,0,0,5,219,0,0,2,74
1,0,0,4,103,1,1,0,17
1,0,0,5,21,0,0,0,6
1,1,1,4,81,0,0,80,934
1,0,0,4,245,13,3,470,2110
1,0,0,4,53,1,1,1,122
0,1,1,4,66,0,0,0,27
1,0,0,5,136,1,1,0,57
1,0,0,5,223,2,1,33,155
1,0,0,4,169,1,1,1,141
1,1,0,4,558,4,1,12,127
1,0,0,3,186,0,0,1,33
1,0,0,5,50,0,0,2,44
1,1,1,5,56,0,0,2,141
1,0,0,4,84,0,0,0,31
1,0,0,4,30,0,0,0,7
1,1,0,4,326,2,1,8,34
1,0,0,5,22,0,0,0,11
1,0,0,5,203,2,1,19,97
0,1,1,4,75,1,1,2,73
0,1,1,3,50,0,0,5,88
1,1,0,4,575,8,2,36,319
1,0,0,4,246,2,1,8,60
1,1,1,5,93,0,0,0,25
0,1,1,5,130,1,1,1,35
0,0,0,5,248,3,1,4,68
1,0,0,5,42,0,0,2,117
1,0,0,5,50,0,0,0,28
1,0,0,5,22,0,0,1,11
1,0,0,5,122,0,0,2,112
0,0,0,4,119,1,1,4,93
1,1,1,3,160,0,0,1,19
1,0,0,5,36,0,0,0,3
1,0,0,3,244,3,1,7,113
1,0,0,5,64,1,1,0,19
1,0,0,3,66,1,1,0,49
1,1,0,5,197,0,0,0,27
0,1,1,1,29,0,0,0,2
1,0,0,4,65,1,1,11,353
0,1,1,4,100,0,0,6,67
1,0,0,2,42,0,0,0,82
1,1,0,5,624,19,3,226,1215
1,1,1,5,178,0,0,4,105
0,1,0,4,384,0,0,53,201
1,0,0,5,68,0,0,0,19
1,0,0,4,229,3,1,229,1004
1,0,0,4,30,0,0,0,7
1,0,0,3,195,0,0,0,44
1,0,0,1,32,0,0,1,331
1,0,0,1,197,0,0,0,4
1,0,0,5,72,0,0,1,400
1,1,0,4,275,1,1,1,83
1,0,0,4,38,1,1,113,2906
1,1,1,2,58,0,0,4,205
0,1,1,2,83,0,0,1,21
1,1,1,4,145,0,0,3,27
1,0,0,4,73,1,1,1,31
0,0,0,5,140,0,0,0,10
1,0,0,3,64,0,0,1,45
1,0,0,5,104,1,1,5,53
1,1,1,2,255,0,0,1,163
0,1,1,1,17,1,1,0,2
0,1,1,1,23,2,1,1,90
1,1,0,1,433,0,0,3,54
0,1,1,3,135,4,1,77,573
1,0,0,5,185,2,1,3,122
1,1,0,5,357,0,0,14,216
1,1,1,3,48,0,0,0,23
1,1,1,5,69,0,0,1,156
0,1,1,3,124,0,0,0,41
0,1,0,1,836,5,1,0,26
1,0,0,2,28,1,1,0,16
0,1,0,1,698,3,1,1,32
1,0,0,1,64,0,0,0,18
1,0,0,4,140,0,0,0,29
1,0,0,4,143,1,1,33,449
1,0,0,4,96,0,0,0,30
1,0,0,4,22,0,0,0,22
1,1,0,5,541,1,1,18,279
1,1,1,4,73,0,0,8,685
0,1,0,4,437,1,1,47,300
1,0,0,4,59,4,1,18,733
1,1,1,3,64,0,0,0,18
1,0,0,4,65,2,1,0,6
1,1,1,4,96,0,0,0,9
1,0,0,4,99,0,0,9,211
0,1,1,4,44,0,0,0,29
1,1,1,4,36,0,0,0,34
1,0,0,1,135,0,0,0,9
1,1,1,3,219,1,1,1,68
1,0,0,5,77,0,0,1,14
1,0,0,1,235,2,1,27,253
1,0,0,4,101,1,1,22,277
1,1,1,5,32,0,0,0,10
0,1,0,2,377,2,1,0,24
0,1,1,5,21,0,0,1,15
1,0,0,5,22,0,0,0,10
1,0,0,5,150,0,0,62,1859
0,0,0,4,163,1,1,65,983
1,0,0,4,64,0,0,0,7
1,1,0,5,404,9,2,4,111
1,1,0,5,635,15,3,138,244
1,0,0,5,16,0,0,0,13
1,0,0,5,54,1,1,7,77
1,0,0,5,105,0,0,0,38
1,0,0,5,86,2,1,5,88
0,1,1,5,48,2,1,0,1
1,0,0,5,70,0,0,2,21
1,0,0,4,99,0,0,86,233
1,0,0,3,141,0,0,2,195
1,0,0,5,50,0,0,6,284
0,1,1,5,113,0,0,0,9
1,0,0,1,80,2,1,0,43
1,0,0,4,175,1,1,35,146
0,1,1,1,126,0,0,2,109
1,0,0,5,152,0,0,17,292
1,0,0,4,103,1,1,34,593
1,0,0,4,27,0,0,0,48
1,1,0,3,350,1,1,5,11
1,1,1,5,93,0,0,2,53
1,0,0,3,347,0,0,11,86
0,1,1,4,18,0,0,0,13
1,0,0,5,14,0,0,2,89
1,0,0,5,32,0,0,0,8
1,0,0,4,51,0,0,8,257
0,1,1,1,43,2,1,0,14
0,1,1,5,54,1,1,10,309
1,0,0,2,21,0,0,0,12
1,1,0,5,241,1,1,11,50
1,0,0,4,29,0,0,0,64
1,1,1,5,68,1,1,13,363
1,0,0,3,84,0,0,0,6
1,0,0,4,19,0,0,0,14
1,0,0,4,60,0,0,0,11
0,1,0,5,345,0,0,1,73
1,1,0,4,273,12,3,14,100
0,1,1,1,132,2,1,0,9
1,0,0,5,173,5,1,18,218
1,0,0,1,207,2,1,4,140
1,0,0,1,37,1,1,0,17
1,1,1,5,35,1,1,0,55
1,0,0,4,275,1,1,5,23
1,0,0,3,82,0,0,0,52
1,1,1,5,25,0,0,8,87
1,0,0,1,145,0,0,0,6
1,0,0,4,21,0,0,4,285
1,1,1,5,120,2,1,2,58
0,1,1,5,42,0,0,0,6
1,1,0,2,308,0,0,0,19
1,0,0,3,52,0,0,0,2
1,0,0,3,83,0,0,1,84
1,0,0,2,123,3,1,18,247
1,0,0,4,223,0,0,14,241
1,1,1,4,48,0,0,1,247
1,0,0,5,66,1,1,1,43
1,0,0,5,61,1,1,0,19
1,0,0,1,154,0,0,0,3
1,0,0,4,69,1,1,3,54
1,0,0,2,105,0,0,8,328
0,1,0,5,518,8,2,53,403
1,0,0,5,40,0,0,0,20
1,0,0,5,29,1,1,1,6
1,1,0,4,400,3,1,1,73
0,1,1,3,46,1,1,2,74
1,0,0,2,262,0,0,3,25
0,1,1,5,60,1,1,0,5
1,0,0,5,54,0,0,1,53
1,1,1,1,65,0,0,0,1
0,1,1,5,95,1,1,6,121
1,0,0,5,120,1,1,11,110
1,1,1,4,161,0,0,4,36
1,0,0,5,168,0,0,4,111
1,0,0,5,112,0,0,1,54
1,0,0,5,31,1,1,2,210
1,0,0,1,141,3,1,0,8
0,0,0,4,133,0,0,2,28
1,0,0,4,166,0,0,58,1588
1,0,0,4,87,1,1,27,368
0,1,1,2,155,0,0,1,31
0,1,1,5,52,0,0,0,36
0,1,1,5,146,0,0,0,43
1,0,0,4,74,0,0,0,19
0,1,1,5,91,2,1,1,10
1,1,1,5,104,0,0,3,134
1,0,0,3,258,0,0,2,148
1,0,0,4,155,4,1,21,379
1,0,0,4,167,0,0,3,98
1,0,0,5,139,4,1,16,131
1,0,0,5,54,0,0,0,5
1,0,0,4,93,0,0,0,48
1,0,0,4,28,0,0,0,18
1,0,0,5,24,0,0,0,3
1,0,0,5,14,0,0,0,35
0,0,0,4,211,1,1,1,74
1,1,0,5,241,0,0,0,10
1,1,0,3,712,0,0,8,85
1,0,0,2,74,0,0,0,7
1,1,1,3,238,0,0,0,37
1,0,0,3,110,0,0,7,96
0,0,0,4,255,0,0,5,249
0,1,0,5,302,0,0,2,129
1,0,0,4,45,0,0,2,178
1,0,0,2,50,0,0,0,51
1,1,1,4,133,0,0,7,78
0,1,1,4,38,0,0,6,154
1,1,0,2,356,1,1,0,39
0,0,0,4,157,0,0,0,10
1,0,0,1,56,0,0,0,7
0,1,1,4,118,0,0,23,158
0,1,1,4,38,0,0,15,285
1,0,0,5,35,0,0,0,3
1,0,0,5,157,0,0,0,24
1,0,0,4,27,0,0,1,80
0,1,0,4,343,8,2,25,331
1,0,0,4,188,1,1,2,36
1,0,0,5,151,2,1,0,26
1,0,0,2,50,0,0,0,38
1,1,0,3,386,3,1,12,400
0,0,0,2,259,8,2,145,230
1,0,0,1,76,0,0,1,32
0,1,1,3,24,0,0,0,6
0,1,1,4,44,1,1,1,43
1,0,0,4,10,1,1,6,66
1,0,0,4,38,0,0,0,5
1,0,0,4,207,3,1,256,2647
1,0,0,2,149,0,0,0,16
0,1,0,5,279,8,2,123,422
1,1,1,3,145,5,1,36,117
1,1,0,4,374,2,1,2,45
0,1,1,2,152,2,1,1,30
1,1,0,3,671,1,1,0,9
1,1,1,5,38,0,0,0,66
1,1,1,4,126,0,0,23,221
1,1,0,4,571,30,3,249,721
1,0,0,3,250,0,0,0,12
0,1,1,5,73,1,1,3,58
1,0,0,5,49,0,0,0,1
1,0,0,1,166,0,0,3,90
0,1,0,5,559,2,1,46,258
1,0,0,4,259,2,1,2,56
0,1,1,3,20,0,0,0,14
0,1,0,1,460,10,2,3,244
1,1,1,3,46,0,0,2,26
1,0,0,4,228,0,0,51,633
0,1,1,1,60,0,0,4,38
0,1,1,3,10,1,1,1,22
1,1,0,1,301,0,0,1,3
1,1,1,4,217,0,0,1,49
0,1,1,5,196,2,1,7,148
0,0,0,4,184,0,0,15,260
0,1,0,5,696,12,3,76,155
0,0,0,5,185,3,1,148,305
1,0,0,4,30,0,0,0,6
1,0,0,1,37,0,0,0,3
1,0,0,5,20,0,0,0,10
0,1,1,5,121,1,1,3,49
0,1,1,5,92,0,0,0,95
1,1,1,5,48,0,0,1,31
0,0,0,4,186,6,2,88,581
1,0,0,3,25,0,0,1,36
1,0,0,1,244,0,0,0,18
0,1,1,1,31,0,0,0,16
1,0,0,5,73,0,0,1,22
0,1,1,1,154,3,1,1,48
1,1,0,2,387,0,0,0,72
0,0,0,4,269,2,1,3,43
1,0,0,5,156,0,0,6,362
1,0,0,1,48,0,0,0,11
0,1,1,1,91,0,0,0,11
1,0,0,5,90,0,0,43,539
1,0,0,4,62,0,0,1,39
1,0,0,5,187,2,1,14,178
1,0,0,4,20,0,0,2,13
0,1,1,4,13,0,0,0,11
1,0,0,3,67,0,0,1,65
0,0,0,4,151,0,0,51,841
1,0,0,5,44,2,1,2,33
0,1,1,4,41,0,0,1,167
1,0,0,4,19,0,0,0,7
0,1,1,4,75,0,0,70,468
1,1,0,1,580,8,2,1,9
1,0,0,2,206,6,2,16,229
0,0,0,5,116,3,1,21,820
1,0,0,5,107,2,1,26,265
1,1,1,5,63,0,0,0,22
0,1,1,4,24,0,0,0,32
1,0,0,2,122,0,0,0,10
1,1,0,4,439,1,1,87,461
1,1,1,4,101,0,0,0,37
0,1,1,5,83,0,0,2,62
1,1,0,4,457,0,0,1,63
1,0,0,5,154,0,0,0,36
1,0,0,1,31,0,0,0,18
0,0,0,5,136,3,1,60,542
1,0,0,1,171,0,0,1,31
1,0,0,4,55,0,0,41,1404
1,0,0,5,15,0,0,0,8
1,0,0,2,100,0,0,4,35
1,0,0,1,110,0,0,4,5
1,0,0,2,46,0,0,0,5
0,1,1,5,33,0,0,1,43
0,1,0,5,268,1,1,0,10
0,1,1,3,44,0,0,11,120
1,0,0,1,166,1,1,0,30
1,1,1,5,23,2,1,1,40
0,1,1,4,80,1,1,25,368
0,0,0,2,223,19,3,137,793
1,1,1,5,232,5,1,6,36
1,1,0,1,960,3,1,1,23
1,0,0,4,78,0,0,3,66
1,0,0,4,171,0,0,0,2
1,0,0,5,61,1,1,4,75
1,0,0,5,32,2,1,6,100
1,0,0,4,21,0,0,0,84
1,1,1,5,176,0,0,0,9
1,0,0,3,21,0,0,2,41
1,1,0,3,376,1,1,3,102
1,0,0,4,17,0,0,1,27
1,0,0,4,205,1,1,2,79
1,0,0,5,199,0,0,3,152
0,0,0,5,250,0,0,0,31
1,0,0,2,127,0,0,0,12
1,1,1,3,257,3,1,1,100
1,0,0,5,90,6,2,38,536
1,1,1,5,106,0,0,1,149
1,1,1,5,102,0,0,2,36
0,1,0,4,492,4,1,69,641
0,1,1,5,62,0,0,5,76
1,0,0,5,15,0,0,0,6
1,0,0,4,160,0,0,2,102
1,1,1,4,136,1,1,20,303
1,1,1,5,96,1,1,0,3
1,0,0,4,154,0,0,86,607
1,0,0,3,99,1,1,78,583
1,1,0,4,338,4,1,94,1075
1,0,0,1,45,0,0,0,2
0,1,1,4,31,0,0,0,15
0,0,0,5,142,1,1,10,235
0,1,0,1,813,2,1,0,5
0,1,1,4,73,1,1,0,116
1,1,1,3,81,0,0,0,15
1,0,0,1,348,7,2,1,6
1,0,0,5,26,0,0,1,16
0,1,1,3,104,1,1,33,1437
1,0,0,4,133,0,0,15,365
1,1,1,4,67,0,0,4,171
0,1,1,5,137,0,0,1,60
1,0,0,5,101,0,0,0,14
1,0,0,5,63,1,1,0,66
1,1,1,5,61,0,0,3,60
1,0,0,5,44,1,1,46,419
0,1,1,4,77,1,1,0,84
1,0,0,4,204,1,1,7,80
1,1,1,3,83,0,0,1,19
0,1,0,5,384,4,1,10,176
1,0,0,5,91,0,0,0,17
1,0,0,3,121,0,0,6,145
1,1,0,5,203,3,1,35,155
0,1,1,5,34,0,0,0,12
0,1,1,4,46,0,0,0,31
1,1,1,3,189,0,0,1,13
1,0,0,5,44,1,1,8,178
1,1,1,4,148,1,1,2,73
0,0,0,1,154,1,1,0,29
1,0,0,5,26,0,0,0,3
1,0,0,2,40,1,1,2,43
1,0,0,4,95,0,0,4,54
1,0,0,4,121,0,0,0,11
1,0,0,5,180,0,0,5,172
1,0,0,4,85,0,0,0,17
0,0,0,1,219,3,1,3,128
1,0,0,1,97,0,0,0,5
1,0,0,2,64,0,0,40,858
1,1,1,4,94,0,0,0,3
0,0,0,3,199,3,1,122,318
1,0,0,3,52,0,0,1,98
0,0,0,4,143,7,2,68,725
1,0,0,5,217,0,0,14,197
1,0,0,4,139,1,1,2,69
0,1,1,1,45,1,1,0,47
1,1,1,4,183,16,3,45,316
1,0,0,5,111,1,1,12,104
1,1,0,4,688,15,3,56,392
0,0,0,4,178,13,3,200,473
1,0,0,3,18,0,0,0,1
1,0,0,5,58,0,0,0,2
0,1,1,1,42,0,0,1,5
1,1,1,4,122,0,0,0,82
1,0,0,2,18,0,0,8,273
1,0,0,3,226,0,0,2,49
0,0,0,5,249,0,0,0,7
1,0,0,1,129,0,0,0,32
1,1,0,3,459,0,0,7,166
1,1,1,5,34,0,0,0,2
1,1,1,4,136,0,0,25,180
0,1,1,5,117,0,0,0,24
0,1,1,4,65,3,1,1,10
1,1,1,5,199,4,1,104,476
1,0,0,3,205,0,0,35,549
1,0,0,3,47,0,0,1,94
1,0,0,1,23,0,0,0,12
1,0,0,5,72,0,0,1,400
0,1,1,5,77,0,0,5,45
1,0,0,5,129,0,0,2,129
0,1,1,5,60,0,0,0,9
0,1,1,5,64,0,0,0,7
1,1,1,4,210,0,0,5,131
0,1,1,5,142,1,1,0,82
1,0,0,5,64,0,0,1,7
1,0,0,1,280,1,1,0,36
1,0,0,5,27,0,0,3,36
1,0,0,4,204,3,1,30,352
1,0,0,2,151,0,0,0,11
1,0,0,5,99,2,1,29,144
0,1,1,4,37,0,0,2,36
1,0,0,1,20,0,0,0,10
1,0,0,4,53,0,0,9,556
0,1,1,2,72,0,0,0,28
1,0,0,3,238,0,0,0,97
1,0,0,3,68,0,0,0,9
1,1,0,3,310,1,1,0,10
1,0,0,5,75,0,0,0,4
1,0,0,2,46,0,0,6,354
1,0,0,2,84,0,0,1,26
1,0,0,5,67,0,0,3,87
1,0,0,5,27,0,0,0,89
1,1,1,3,131,0,0,15,290
1,0,0,5,153,0,0,4,42
1,1,1,4,220,0,0,11,105
1,0,0,4,93,2,1,4,107
1,1,1,5,183,0,0,73,846
1,0,0,4,106,1,1,4,144
0,1,1,3,59,0,0,0,29
1,1,1,5,168,1,1,16,236
0,1,1,2,17,0,0,3,230
1,0,0,5,42,0,0,0,50
1,0,0,5,91,0,0,0,8
1,1,1,5,163,0,0,0,56
1,0,0,1,55,0,0,0,11
1,0,0,5,203,1,1,7,197
1,1,1,3,146,0,0,5,96
1,0,0,5,25,0,0,350,2642
1,0,0,4,66,0,0,0,47
0,1,1,5,34,0,0,1,14
0,1,1,4,95,0,0,2,56
1,1,1,1,100,4,1,76,656
0,0,0,3,245,0,0,22,290
1,1,0,4,630,4,1,6,202
1,0,0,5,31,0,0,5,130
1,0,0,5,200,6,2,65,893
0,1,0,4,411,1,1,0,2
0,1,0,2,535,7,2,25,456
0,1,1,5,74,1,1,0,39
1,0,0,5,39,0,0,0,36
1,1,1,3,193,0,0,0,1
1,0,0,2,145,0,0,0,16
1,0,0,3,71,0,0,0,17
1,0,0,4,32,0,0,6,46
1,0,0,3,18,1,1,5,72
0,1,1,2,75,0,0,1,9
1,0,0,4,93,0,0,1,44
1,1,1,5,57,0,0,0,7
1,0,0,3,275,16,3,139,650
1,1,0,5,279,3,1,16,91
1,0,0,5,19,0,0,0,12
1,1,1,1,135,2,1,1,51
1,0,0,4,26,0,0,0,6
1,0,0,5,69,0,0,5,94
0,1,1,5,74,1,1,13,225
0,1,1,2,41,0,0,18,386
1,1,0,5,248,3,1,19,230
1,1,0,3,240,3,1,59,450
1,1,0,1,316,3,1,0,6
1,0,0,4,43,0,0,0,12
1,0,0,5,27,0,0,0,4
1,1,0,4,381,12,3,101,646
0,1,1,5,22,0,0,2,110
0,1,1,4,11,0,0,18,355
0,1,1,5,40,1,1,26,259
1,0,0,5,66,0,0,3,166
0,0,0,5,164,1,1,2,68
1,1,1,3,81,1,1,0,17
1,0,0,1,37,2,1,3,15
1,1,1,4,135,0,0,1,28
1,0,0,4,106,0,0,6,192
1,1,1,5,168,0,0,5,145
1,0,0,5,50,0,0,0,7
1,0,0,3,111,0,0,0,179
1,0,0,5,78,2,1,9,41
0,1,1,5,138,4,1,57,1752
1,1,1,5,194,2,1,45,452
1,0,0,4,114,0,0,0,30
1,1,0,3,325,3,1,45,909
1,1,1,4,135,1,1,18,393
1,1,1,5,99,1,1,15,150
1,0,0,1,147,3,1,0,6
0,0,0,3,210,1,1,12,279
0,1,0,3,296,1,1,29,478
1,0,0,5,180,1,1,2,53
1,0,0,4,19,0,0,0,9
0,1,1,4,36,0,0,1,12
0,1,1,5,27,0,0,0,40
1,0,0,2,119,0,0,0,7
1,0,0,5,35,0,0,2,28
0,1,1,4,102,0,0,29,510
1,0,0,3,66,0,0,3,102
1,0,0,1,50,0,0,0,2
0,1,1,3,119,0,0,3,113
1,1,1,5,60,0,0,0,12
1,1,0,5,475,2,1,10,153
0,1,1,3,104,1,1,1,44
1,0,0,5,31,0,0,0,2
1,0,0,1,224,3,1,0,13
0,1,0,3,373,1,1,3,54
1,0,0,5,208,2,1,4,186
0,0,0,5,214,2,1,31,338
1,0,0,5,16,0,0,0,9
0,1,1,4,74,2,1,8,71
1,0,0,3,82,0,0,0,21
1,1,1,2,116,3,1,4,74
1,0,0,5,42,0,0,0,17
1,0,0,4,56,0,0,0,18
0,0,0,4,286,1,1,4,35
1,0,0,1,79,0,0,4,73
1,0,0,2,47,0,0,3,8
0,1,1,4,41,0,0,0,3
0,1,1,3,29,0,0,0,13
1,0,0,5,75,0,0,0,6
1,1,1,3,110,1,1,0,1
0,1,1,4,56,1,1,4,34
1,0,0,3,228,4,1,108,574
0,0,0,5,166,1,1,27,667
1,0,0,4,199,2,1,32,1500
0,1,1,4,131,0,0,5,304
1,0,0,2,112,0,0,1,41
0,0,0,4,155,0,0,43,729
0,0,0,5,238,1,1,26,308
1,0,0,5,31,0,0,0,8
1,1,1,1,213,1,1,2,46
1,0,0,1,37,2,1,0,11
0,1,1,3,177,0,0,2,303
1,1,1,3,33,0,0,3,15
1,0,0,2,166,0,0,0,3
1,0,0,5,69,0,0,0,12
1,1,0,4,322,3,1,22,308
1,0,0,2,197,0,0,0,4
1,1,0,1,492,5,1,3,42
1,0,0,5,116,0,0,19,131
1,0,0,1,178,2,1,8,41
1,1,0,2,417,0,0,0,5
0,0,0,5,181,0,0,0,1
0,1,1,5,17,0,0,0,6
1,1,1,3,219,2,1,25,456
0,1,1,1,115,0,0,0,14
1,0,0,4,156,1,1,1,10
1,0,0,3,168,3,1,5,72
1,1,0,4,854,2,1,10,216
1,1,0,3,405,2,1,15,192
1,0,0,3,109,0,0,0,9
1,1,1,5,114,0,0,2,86
1,1,0,5,329,2,1,17,261
1,0,0,5,122,2,1,2,31
0,1,0,4,396,5,1,169,1880
1,0,0,4,182,6,2,90,509
1,1,0,5,385,4,1,0,37
0,1,1,4,39,0,0,0,19
1,0,0,4,141,1,1,107,334
0,1,1,5,30,0,0,0,31
1,1,0,5,484,5,1,7,59
1,0,0,5,37,1,1,1,9
0,1,1,4,163,13,3,1464,2382
1,0,0,1,51,0,0,0,18
1,0,0,2,133,0,0,0,22
0,0,0,1,333,0,0,0,2
0,1,1,5,23,1,1,3,90
1,0,0,5,98,1,1,17,350
1,1,1,3,141,0,0,15,212
1,0,0,4,97,0,0,2,62
1,1,0,1,397,4,1,10,144
1,0,0,5,237,5,1,142,959
1,0,0,4,177,0,0,7,298
1,0,0,5,163,0,0,4,298
1,0,0,5,36,0,0,0,5
1,0,0,5,197,10,2,170,175
1,0,0,2,84,2,1,0,3
1,0,0,5,31,0,0,0,10
0,1,1,5,90,0,0,0,12
1,0,0,5,310,1,1,0,18
1,1,1,2,166,1,1,0,8
0,1,1,5,25,0,0,1,24
1,1,0,3,408,2,1,2,95
1,0,0,4,86,3,1,1,17
0,1,1,3,54,1,1,5,196
1,0,0,5,40,2,1,3,136
1,0,0,3,188,0,0,18,161
1,0,0,1,245,0,0,1,23
0,1,1,4,61,0,0,0,14
0,0,0,4,214,0,0,0,11
1,0,0,4,60,0,0,0,69
1,0,0,4,161,5,1,44,463
0,1,1,3,102,0,0,19,219
1,0,0,3,85,0,0,1,62
1,0,0,3,70,1,1,8,57
0,1,1,4,30,0,0,17,101
1,0,0,4,145,1,1,8,103
1,0,0,5,42,0,0,0,21
1,1,1,2,21,0,0,0,8
1,1,1,3,30,0,0,1,33
0,1,1,2,154,0,0,0,9
1,0,0,5,144,0,0,0,46
1,0,0,4,48,0,0,0,10
1,0,0,4,143,0,0,2,107
1,0,0,2,300,0,0,3,72
1,1,1,3,99,0,0,30,250
1,0,0,5,181,1,1,4,52
0,1,0,4,348,9,2,73,806
0,1,1,5,21,1,1,0,10
1,0,0,4,39,0,0,1,18
1,0,0,5,160,0,0,0,17
1,1,0,1,568,8,2,1,21
0,1,1,5,69,0,0,0,4
0,1,0,2,260,1,1,1,49
1,0,0,5,50,0,0,2,101
0,1,1,3,31,0,0,0,5
1,0,0,3,133,0,0,4,173
1,0,0,4,85,0,0,5,332
0,1,1,5,85,0,0,1,17
1,0,0,1,28,2,1,0,13
1,0,0,5,65,1,1,0,15
1,1,0,4,659,0,0,10,290
1,0,0,4,105,1,1,19,268
1,0,0,5,60,0,0,0,19
0,1,1,2,24,0,0,1,85
1,0,0,3,138,0,0,8,243
1,0,0,4,61,0,0,0,52
1,0,0,4,119,0,0,22,375
1,0,0,4,279,3,1,4,46
0,1,0,4,563,16,3,621,1232
1,0,0,3,135,3,1,10,159
1,0,0,4,41,0,0,3,91
1,0,0,5,34,0,0,3,53
1,1,1,4,78,0,0,3,535
1,1,0,4,279,1,1,24,159
1,1,0,4,342,13,3,71,597
1,1,1,4,55,0,0,0,43
1,0,0,4,130,1,1,14,104
1,0,0,5,35,0,0,0,9
1,0,0,5,99,4,1,19,181
1,0,0,5,18,0,0,0,7
0,1,1,5,81,0,0,1,29
1,1,0,4,755,0,0,2,261
1,0,0,5,31,0,0,1,12
1,0,0,5,280,0,0,0,63
1,1,1,5,37,0,0,0,7
0,1,1,5,40,0,0,0,9
1,1,0,2,384,6,2,47,519
0,1,1,5,70,0,0,0,12
1,0,0,5,49,2,1,3,19
0,1,1,1,37,0,0,0,12
1,0,0,1,116,1,1,15,340
0,1,1,5,77,0,0,0,18
1,0,0,1,29,0,0,1,22
1,1,0,4,296,3,1,97,1385
0,1,1,4,89,0,0,0,106
1,0,0,1,53,0,0,0,27
1,1,0,4,423,11,3,224,1034
